YEAR;MUN;INTENSITY_USE_DWELLINGS;CONCEPT;status;value
2021;431362;EMPT_DW_EL_C_MIN;DWELL;;1959
2021;431362;LWU_DW_EL_C_UND_250;DWELL;;751
2021;431362;OCCU_DW_EL_C_250_750;DWELL;;1999
2021;431362;REGU_DW_EL_C_MORE_750;DWELL;;7365
2021;431362;TOTAL;DWELL;;12074
2021;431233;EMPT_DW_EL_C_MIN;DWELL;;5928
2021;431233;LWU_DW_EL_C_UND_250;DWELL;;1066
2021;431233;OCCU_DW_EL_C_250_750;DWELL;;3107
2021;431233;REGU_DW_EL_C_MORE_750;DWELL;;41183
2021;431233;TOTAL;DWELL;;51284
2021;431251;EMPT_DW_EL_C_MIN;DWELL;;162
2021;431251;LWU_DW_EL_C_UND_250;DWELL;;52
2021;431251;OCCU_DW_EL_C_250_750;DWELL;;108
2021;431251;REGU_DW_EL_C_MORE_750;DWELL;;557
2021;431251;TOTAL;DWELL;;879
2021;171450;EMPT_DW_EL_C_MIN;DWELL;;203
2021;171450;LWU_DW_EL_C_UND_250;DWELL;;151
2021;171450;OCCU_DW_EL_C_250_750;DWELL;;367
2021;171450;REGU_DW_EL_C_MORE_750;DWELL;;926
2021;171450;TOTAL;DWELL;;1647
2021;171463;EMPT_DW_EL_C_MIN;DWELL;;270
2021;171463;LWU_DW_EL_C_UND_250;DWELL;;37
2021;171463;OCCU_DW_EL_C_250_750;DWELL;;169
2021;171463;REGU_DW_EL_C_MORE_750;DWELL;;1907
2021;171463;TOTAL;DWELL;;2383
2021;431264;EMPT_DW_EL_C_MIN;DWELL;;68
2021;431264;LWU_DW_EL_C_UND_250;DWELL;;27
2021;431264;OCCU_DW_EL_C_250_750;DWELL;;72
2021;431264;REGU_DW_EL_C_MORE_750;DWELL;;702
2021;431264;TOTAL;DWELL;;869
2021;171479;EMPT_DW_EL_C_MIN;DWELL;;549
2021;171479;LWU_DW_EL_C_UND_250;DWELL;;244
2021;171479;OCCU_DW_EL_C_250_750;DWELL;;496
2021;171479;REGU_DW_EL_C_MORE_750;DWELL;;4376
2021;171479;TOTAL;DWELL;;5665
2021;081803;EMPT_DW_EL_C_MIN;DWELL;;811
2021;081803;LWU_DW_EL_C_UND_250;DWELL;;213
2021;081803;OCCU_DW_EL_C_250_750;DWELL;;745
2021;081803;REGU_DW_EL_C_MORE_750;DWELL;;13658
2021;081803;TOTAL;DWELL;;15427
2021;171485;EMPT_DW_EL_C_MIN;DWELL;;190
2021;171485;LWU_DW_EL_C_UND_250;DWELL;;41
2021;171485;OCCU_DW_EL_C_250_750;DWELL;;118
2021;171485;REGU_DW_EL_C_MORE_750;DWELL;;1094
2021;171485;TOTAL;DWELL;;1443
2021;431270;EMPT_DW_EL_C_MIN;DWELL;;174
2021;431270;LWU_DW_EL_C_UND_250;DWELL;;20
2021;431270;OCCU_DW_EL_C_250_750;DWELL;;62
2021;431270;REGU_DW_EL_C_MORE_750;DWELL;;510
2021;431270;TOTAL;DWELL;;766
2021;431286;EMPT_DW_EL_C_MIN;DWELL;;128
2021;431286;LWU_DW_EL_C_UND_250;DWELL;;21
2021;431286;OCCU_DW_EL_C_250_750;DWELL;;55
2021;431286;REGU_DW_EL_C_MORE_750;DWELL;;507
2021;431286;TOTAL;DWELL;;711
2021;171501;EMPT_DW_EL_C_MIN;DWELL;;53
2021;171501;LWU_DW_EL_C_UND_250;DWELL;;4
2021;171501;OCCU_DW_EL_C_250_750;DWELL;;27
2021;171501;REGU_DW_EL_C_MORE_750;DWELL;;759
2021;171501;TOTAL;DWELL;;843
2021;431299;EMPT_DW_EL_C_MIN;DWELL;;343
2021;431299;LWU_DW_EL_C_UND_250;DWELL;;105
2021;431299;OCCU_DW_EL_C_250_750;DWELL;;306
2021;431299;REGU_DW_EL_C_MORE_750;DWELL;;2693
2021;431299;TOTAL;DWELL;;3447
2021;081810;EMPT_DW_EL_C_MIN;DWELL;;239
2021;081810;LWU_DW_EL_C_UND_250;DWELL;;75
2021;081810;OCCU_DW_EL_C_250_750;DWELL;;186
2021;081810;REGU_DW_EL_C_MORE_750;DWELL;;4015
2021;081810;TOTAL;DWELL;;4515
2021;431310;EMPT_DW_EL_C_MIN;DWELL;;1124
2021;431310;LWU_DW_EL_C_UND_250;DWELL;;435
2021;431310;OCCU_DW_EL_C_250_750;DWELL;;1787
2021;431310;REGU_DW_EL_C_MORE_750;DWELL;;5416
2021;431310;TOTAL;DWELL;;8762
2021;081831;EMPT_DW_EL_C_MIN;DWELL;;368
2021;081831;LWU_DW_EL_C_UND_250;DWELL;;56
2021;081831;OCCU_DW_EL_C_250_750;DWELL;;166
2021;081831;REGU_DW_EL_C_MORE_750;DWELL;;2229
2021;081831;TOTAL;DWELL;;2819
2021;431331;EMPT_DW_EL_C_MIN;DWELL;;515
2021;431331;LWU_DW_EL_C_UND_250;DWELL;;120
2021;431331;OCCU_DW_EL_C_250_750;DWELL;;298
2021;431331;REGU_DW_EL_C_MORE_750;DWELL;;3360
2021;431331;TOTAL;DWELL;;4293
2021;171523;EMPT_DW_EL_C_MIN;DWELL;;7202
2021;171523;LWU_DW_EL_C_UND_250;DWELL;;1957
2021;171523;OCCU_DW_EL_C_250_750;DWELL;;4297
2021;171523;REGU_DW_EL_C_MORE_750;DWELL;;11287
2021;171523;TOTAL;DWELL;;24743
2021;251898;EMPT_DW_EL_C_MIN;DWELL;;244
2021;251898;LWU_DW_EL_C_UND_250;DWELL;;28
2021;251898;OCCU_DW_EL_C_250_750;DWELL;;95
2021;251898;REGU_DW_EL_C_MORE_750;DWELL;;1180
2021;251898;TOTAL;DWELL;;1547
2021;081846;EMPT_DW_EL_C_MIN;DWELL;;2104
2021;081846;LWU_DW_EL_C_UND_250;DWELL;;472
2021;081846;OCCU_DW_EL_C_250_750;DWELL;;1597
2021;081846;REGU_DW_EL_C_MORE_750;DWELL;;28303
2021;081846;TOTAL;DWELL;;32476
2021;081878;EMPT_DW_EL_C_MIN;DWELL;;5614
2021;081878;LWU_DW_EL_C_UND_250;DWELL;;1604
2021;081878;OCCU_DW_EL_C_250_750;DWELL;;5082
2021;081878;REGU_DW_EL_C_MORE_750;DWELL;;80472
2021;081878;TOTAL;DWELL;;92772
2021;081918;EMPT_DW_EL_C_MIN;DWELL;;402
2021;081918;LWU_DW_EL_C_UND_250;DWELL;;92
2021;081918;OCCU_DW_EL_C_250_750;DWELL;;237
2021;081918;REGU_DW_EL_C_MORE_750;DWELL;;2742
2021;081918;TOTAL;DWELL;;3473
2021;439057;EMPT_DW_EL_C_MIN;DWELL;;7211
2021;439057;LWU_DW_EL_C_UND_250;DWELL;;3406
2021;439057;OCCU_DW_EL_C_250_750;DWELL;;6548
2021;439057;REGU_DW_EL_C_MORE_750;DWELL;;14358
2021;439057;TOTAL;DWELL;;31523
2021;171557;EMPT_DW_EL_C_MIN;DWELL;;1302
2021;171557;LWU_DW_EL_C_UND_250;DWELL;;218
2021;171557;OCCU_DW_EL_C_250_750;DWELL;;742
2021;171557;REGU_DW_EL_C_MORE_750;DWELL;;9380
2021;171557;TOTAL;DWELL;;11642
2021;081944;EMPT_DW_EL_C_MIN;DWELL;;1262
2021;081944;LWU_DW_EL_C_UND_250;DWELL;;301
2021;081944;OCCU_DW_EL_C_250_750;DWELL;;1003
2021;081944;REGU_DW_EL_C_MORE_750;DWELL;;12311
2021;081944;TOTAL;DWELL;;14877
2021;081960;EMPT_DW_EL_C_MIN;DWELL;;418
2021;081960;LWU_DW_EL_C_UND_250;DWELL;;100
2021;081960;OCCU_DW_EL_C_250_750;DWELL;;402
2021;081960;REGU_DW_EL_C_MORE_750;DWELL;;9616
2021;081960;TOTAL;DWELL;;10536
2021;081976;EMPT_DW_EL_C_MIN;DWELL;;528
2021;081976;LWU_DW_EL_C_UND_250;DWELL;;107
2021;081976;OCCU_DW_EL_C_250_750;DWELL;;411
2021;081976;REGU_DW_EL_C_MORE_750;DWELL;;4515
2021;081976;TOTAL;DWELL;;5561
2021;081982;EMPT_DW_EL_C_MIN;DWELL;;254
2021;081982;LWU_DW_EL_C_UND_250;DWELL;;40
2021;081982;OCCU_DW_EL_C_250_750;DWELL;;150
2021;081982;REGU_DW_EL_C_MORE_750;DWELL;;2552
2021;081982;TOTAL;DWELL;;2996
2021;082009;EMPT_DW_EL_C_MIN;DWELL;;1497
2021;082009;LWU_DW_EL_C_UND_250;DWELL;;484
2021;082009;OCCU_DW_EL_C_250_750;DWELL;;1717
2021;082009;REGU_DW_EL_C_MORE_750;DWELL;;30206
2021;082009;TOTAL;DWELL;;33904
2021;082037;EMPT_DW_EL_C_MIN;DWELL;;261
2021;082037;LWU_DW_EL_C_UND_250;DWELL;;52
2021;082037;OCCU_DW_EL_C_250_750;DWELL;;201
2021;082037;REGU_DW_EL_C_MORE_750;DWELL;;1652
2021;082037;TOTAL;DWELL;;2166
2021;082021;EMPT_DW_EL_C_MIN;DWELL;;446
2021;082021;LWU_DW_EL_C_UND_250;DWELL;;162
2021;082021;OCCU_DW_EL_C_250_750;DWELL;;468
2021;082021;REGU_DW_EL_C_MORE_750;DWELL;;6870
2021;082021;TOTAL;DWELL;;7946
2021;082042;EMPT_DW_EL_C_MIN;DWELL;;97
2021;082042;LWU_DW_EL_C_UND_250;DWELL;;24
2021;082042;OCCU_DW_EL_C_250_750;DWELL;;72
2021;082042;REGU_DW_EL_C_MORE_750;DWELL;;1433
2021;082042;TOTAL;DWELL;;1626
2021;082055;EMPT_DW_EL_C_MIN;DWELL;;2404
2021;082055;LWU_DW_EL_C_UND_250;DWELL;;377
2021;082055;OCCU_DW_EL_C_250_750;DWELL;;1377
2021;082055;REGU_DW_EL_C_MORE_750;DWELL;;31612
2021;082055;TOTAL;DWELL;;35770
2021;082068;EMPT_DW_EL_C_MIN;DWELL;;77
2021;082068;LWU_DW_EL_C_UND_250;DWELL;;2
2021;082068;OCCU_DW_EL_C_250_750;DWELL;;19
2021;082068;REGU_DW_EL_C_MORE_750;DWELL;;323
2021;082068;TOTAL;DWELL;;421
2021;082074;EMPT_DW_EL_C_MIN;DWELL;;49
2021;082074;LWU_DW_EL_C_UND_250;DWELL;;21
2021;082074;OCCU_DW_EL_C_250_750;DWELL;;84
2021;082074;REGU_DW_EL_C_MORE_750;DWELL;;1122
2021;082074;TOTAL;DWELL;;1276
2021;082080;EMPT_DW_EL_C_MIN;DWELL;;268
2021;082080;LWU_DW_EL_C_UND_250;DWELL;;60
2021;082080;OCCU_DW_EL_C_250_750;DWELL;;175
2021;082080;REGU_DW_EL_C_MORE_750;DWELL;;2932
2021;082080;TOTAL;DWELL;;3435
2021;082107;EMPT_DW_EL_C_MIN;DWELL;;325
2021;082107;LWU_DW_EL_C_UND_250;DWELL;;70
2021;082107;OCCU_DW_EL_C_250_750;DWELL;;160
2021;082107;REGU_DW_EL_C_MORE_750;DWELL;;2717
2021;082107;TOTAL;DWELL;;3272
2021;171609;EMPT_DW_EL_C_MIN;DWELL;;1902
2021;171609;LWU_DW_EL_C_UND_250;DWELL;;856
2021;171609;OCCU_DW_EL_C_250_750;DWELL;;2422
2021;171609;REGU_DW_EL_C_MORE_750;DWELL;;10728
2021;171609;TOTAL;DWELL;;15908
2021;082114;EMPT_DW_EL_C_MIN;DWELL;;926
2021;082114;LWU_DW_EL_C_UND_250;DWELL;;213
2021;082114;OCCU_DW_EL_C_250_750;DWELL;;946
2021;082114;REGU_DW_EL_C_MORE_750;DWELL;;16634
2021;082114;TOTAL;DWELL;;18719
2021;171616;EMPT_DW_EL_C_MIN;DWELL;;134
2021;171616;LWU_DW_EL_C_UND_250;DWELL;;37
2021;171616;OCCU_DW_EL_C_250_750;DWELL;;71
2021;171616;REGU_DW_EL_C_MORE_750;DWELL;;561
2021;171616;TOTAL;DWELL;;803
2021;082093;EMPT_DW_EL_C_MIN;DWELL;;213
2021;082093;LWU_DW_EL_C_UND_250;DWELL;;37
2021;082093;OCCU_DW_EL_C_250_750;DWELL;;158
2021;082093;REGU_DW_EL_C_MORE_750;DWELL;;3019
2021;082093;TOTAL;DWELL;;3427
2021;082135;EMPT_DW_EL_C_MIN;DWELL;;283
2021;082135;LWU_DW_EL_C_UND_250;DWELL;;58
2021;082135;OCCU_DW_EL_C_250_750;DWELL;;202
2021;082135;REGU_DW_EL_C_MORE_750;DWELL;;3333
2021;082135;TOTAL;DWELL;;3876
2021;171637;EMPT_DW_EL_C_MIN;DWELL;;98
2021;171637;LWU_DW_EL_C_UND_250;DWELL;;21
2021;171637;OCCU_DW_EL_C_250_750;DWELL;;75
2021;171637;REGU_DW_EL_C_MORE_750;DWELL;;1312
2021;171637;TOTAL;DWELL;;1506
2021;251924;EMPT_DW_EL_C_MIN;DWELL;;92
2021;251924;LWU_DW_EL_C_UND_250;DWELL;;34
2021;251924;OCCU_DW_EL_C_250_750;DWELL;;79
2021;251924;REGU_DW_EL_C_MORE_750;DWELL;;484
2021;251924;TOTAL;DWELL;;689
2021;171642;EMPT_DW_EL_C_MIN;DWELL;;406
2021;171642;LWU_DW_EL_C_UND_250;DWELL;;109
2021;171642;OCCU_DW_EL_C_250_750;DWELL;;334
2021;171642;REGU_DW_EL_C_MORE_750;DWELL;;2199
2021;171642;TOTAL;DWELL;;3048
2021;082153;EMPT_DW_EL_C_MIN;DWELL;;334
2021;082153;LWU_DW_EL_C_UND_250;DWELL;;28
2021;082153;OCCU_DW_EL_C_250_750;DWELL;;91
2021;082153;REGU_DW_EL_C_MORE_750;DWELL;;1286
2021;082153;TOTAL;DWELL;;1739
2021;081939;EMPT_DW_EL_C_MIN;DWELL;;87
2021;081939;LWU_DW_EL_C_UND_250;DWELL;;17
2021;081939;OCCU_DW_EL_C_250_750;DWELL;;59
2021;081939;REGU_DW_EL_C_MORE_750;DWELL;;600
2021;081939;TOTAL;DWELL;;763
2021;439023;EMPT_DW_EL_C_MIN;DWELL;;537
2021;439023;LWU_DW_EL_C_UND_250;DWELL;;73
2021;439023;OCCU_DW_EL_C_250_750;DWELL;;289
2021;439023;REGU_DW_EL_C_MORE_750;DWELL;;1599
2021;439023;TOTAL;DWELL;;2498
2021;431378;EMPT_DW_EL_C_MIN;DWELL;;113
2021;431378;LWU_DW_EL_C_UND_250;DWELL;;42
2021;431378;OCCU_DW_EL_C_250_750;DWELL;;126
2021;431378;REGU_DW_EL_C_MORE_750;DWELL;;1201
2021;431378;TOTAL;DWELL;;1482
2021;171674;EMPT_DW_EL_C_MIN;DWELL;;260
2021;171674;LWU_DW_EL_C_UND_250;DWELL;;116
2021;171674;OCCU_DW_EL_C_250_750;DWELL;;277
2021;171674;REGU_DW_EL_C_MORE_750;DWELL;;1368
2021;171674;TOTAL;DWELL;;2021
2021;082188;EMPT_DW_EL_C_MIN;DWELL;;195
2021;082188;LWU_DW_EL_C_UND_250;DWELL;;97
2021;082188;OCCU_DW_EL_C_250_750;DWELL;;242
2021;082188;REGU_DW_EL_C_MORE_750;DWELL;;3971
2021;082188;TOTAL;DWELL;;4505
2021;082172;EMPT_DW_EL_C_MIN;DWELL;;548
2021;082172;LWU_DW_EL_C_UND_250;DWELL;;141
2021;082172;OCCU_DW_EL_C_250_750;DWELL;;625
2021;082172;REGU_DW_EL_C_MORE_750;DWELL;;12263
2021;082172;TOTAL;DWELL;;13577
2021;171851;EMPT_DW_EL_C_MIN;DWELL;;104
2021;171851;LWU_DW_EL_C_UND_250;DWELL;;24
2021;171851;OCCU_DW_EL_C_250_750;DWELL;;100
2021;171851;REGU_DW_EL_C_MORE_750;DWELL;;1198
2021;171851;TOTAL;DWELL;;1426
2021;171693;EMPT_DW_EL_C_MIN;DWELL;;53
2021;171693;LWU_DW_EL_C_UND_250;DWELL;;11
2021;171693;OCCU_DW_EL_C_250_750;DWELL;;46
2021;171693;REGU_DW_EL_C_MORE_750;DWELL;;1277
2021;171693;TOTAL;DWELL;;1387
2021;082205;EMPT_DW_EL_C_MIN;DWELL;;186
2021;082205;LWU_DW_EL_C_UND_250;DWELL;;25
2021;082205;OCCU_DW_EL_C_250_750;DWELL;;72
2021;082205;REGU_DW_EL_C_MORE_750;DWELL;;1109
2021;082205;TOTAL;DWELL;;1392
2021;179032;EMPT_DW_EL_C_MIN;DWELL;;129
2021;179032;LWU_DW_EL_C_UND_250;DWELL;;10
2021;179032;OCCU_DW_EL_C_250_750;DWELL;;29
2021;179032;REGU_DW_EL_C_MORE_750;DWELL;;447
2021;179032;TOTAL;DWELL;;615
2021;082212;EMPT_DW_EL_C_MIN;DWELL;;516
2021;082212;LWU_DW_EL_C_UND_250;DWELL;;107
2021;082212;OCCU_DW_EL_C_250_750;DWELL;;398
2021;082212;REGU_DW_EL_C_MORE_750;DWELL;;6937
2021;082212;TOTAL;DWELL;;7958
2021;082227;EMPT_DW_EL_C_MIN;DWELL;;71
2021;082227;LWU_DW_EL_C_UND_250;DWELL;;19
2021;082227;OCCU_DW_EL_C_250_750;DWELL;;70
2021;082227;REGU_DW_EL_C_MORE_750;DWELL;;1068
2021;082227;TOTAL;DWELL;;1228
2021;082233;EMPT_DW_EL_C_MIN;DWELL;;116
2021;082233;LWU_DW_EL_C_UND_250;DWELL;;34
2021;082233;OCCU_DW_EL_C_250_750;DWELL;;152
2021;082233;REGU_DW_EL_C_MORE_750;DWELL;;1064
2021;082233;TOTAL;DWELL;;1366
2021;082248;EMPT_DW_EL_C_MIN;DWELL;;65
2021;082248;LWU_DW_EL_C_UND_250;DWELL;;25
2021;082248;OCCU_DW_EL_C_250_750;DWELL;;51
2021;082248;REGU_DW_EL_C_MORE_750;DWELL;;477
2021;082248;TOTAL;DWELL;;618
2021;082264;EMPT_DW_EL_C_MIN;DWELL;;93
2021;082264;LWU_DW_EL_C_UND_250;DWELL;;13
2021;082264;OCCU_DW_EL_C_250_750;DWELL;;48
2021;082264;REGU_DW_EL_C_MORE_750;DWELL;;441
2021;082264;TOTAL;DWELL;;595
2021;082270;EMPT_DW_EL_C_MIN;DWELL;;297
2021;082270;LWU_DW_EL_C_UND_250;DWELL;;21
2021;082270;OCCU_DW_EL_C_250_750;DWELL;;91
2021;082270;REGU_DW_EL_C_MORE_750;DWELL;;1264
2021;082270;TOTAL;DWELL;;1673
2021;082310;EMPT_DW_EL_C_MIN;DWELL;;1228
2021;082310;LWU_DW_EL_C_UND_250;DWELL;;275
2021;082310;OCCU_DW_EL_C_250_750;DWELL;;837
2021;082310;REGU_DW_EL_C_MORE_750;DWELL;;11810
2021;082310;TOTAL;DWELL;;14150
2021;082325;EMPT_DW_EL_C_MIN;DWELL;;143
2021;082325;LWU_DW_EL_C_UND_250;DWELL;;29
2021;082325;OCCU_DW_EL_C_250_750;DWELL;;75
2021;082325;REGU_DW_EL_C_MORE_750;DWELL;;938
2021;082325;TOTAL;DWELL;;1185
2021;082331;EMPT_DW_EL_C_MIN;DWELL;;127
2021;082331;LWU_DW_EL_C_UND_250;DWELL;;24
2021;082331;OCCU_DW_EL_C_250_750;DWELL;;66
2021;082331;REGU_DW_EL_C_MORE_750;DWELL;;955
2021;082331;TOTAL;DWELL;;1172
2021;082346;EMPT_DW_EL_C_MIN;DWELL;;329
2021;082346;LWU_DW_EL_C_UND_250;DWELL;;42
2021;082346;OCCU_DW_EL_C_250_750;DWELL;;164
2021;082346;REGU_DW_EL_C_MORE_750;DWELL;;1867
2021;082346;TOTAL;DWELL;;2402
2021;171788;EMPT_DW_EL_C_MIN;DWELL;;354
2021;171788;LWU_DW_EL_C_UND_250;DWELL;;73
2021;171788;OCCU_DW_EL_C_250_750;DWELL;;202
2021;171788;REGU_DW_EL_C_MORE_750;DWELL;;1011
2021;171788;TOTAL;DWELL;;1640
2021;082359;EMPT_DW_EL_C_MIN;DWELL;;234
2021;082359;LWU_DW_EL_C_UND_250;DWELL;;164
2021;082359;OCCU_DW_EL_C_250_750;DWELL;;624
2021;082359;REGU_DW_EL_C_MORE_750;DWELL;;2862
2021;082359;TOTAL;DWELL;;3884
2021;082362;EMPT_DW_EL_C_MIN;DWELL;;207
2021;082362;LWU_DW_EL_C_UND_250;DWELL;;38
2021;082362;OCCU_DW_EL_C_250_750;DWELL;;109
2021;082362;REGU_DW_EL_C_MORE_750;DWELL;;879
2021;082362;TOTAL;DWELL;;1233
2021;082378;EMPT_DW_EL_C_MIN;DWELL;;185
2021;082378;LWU_DW_EL_C_UND_250;DWELL;;34
2021;082378;OCCU_DW_EL_C_250_750;DWELL;;77
2021;082378;REGU_DW_EL_C_MORE_750;DWELL;;807
2021;082378;TOTAL;DWELL;;1103
2021;082384;EMPT_DW_EL_C_MIN;DWELL;;686
2021;082384;LWU_DW_EL_C_UND_250;DWELL;;60
2021;082384;OCCU_DW_EL_C_250_750;DWELL;;252
2021;082384;REGU_DW_EL_C_MORE_750;DWELL;;6611
2021;082384;TOTAL;DWELL;;7609
2021;082401;EMPT_DW_EL_C_MIN;DWELL;;229
2021;082401;LWU_DW_EL_C_UND_250;DWELL;;117
2021;082401;OCCU_DW_EL_C_250_750;DWELL;;320
2021;082401;REGU_DW_EL_C_MORE_750;DWELL;;4970
2021;082401;TOTAL;DWELL;;5636
2021;080983;EMPT_DW_EL_C_MIN;DWELL;;281
2021;080983;LWU_DW_EL_C_UND_250;DWELL;;21
2021;080983;OCCU_DW_EL_C_250_750;DWELL;;108
2021;080983;REGU_DW_EL_C_MORE_750;DWELL;;1197
2021;080983;TOTAL;DWELL;;1607
2021;082628;EMPT_DW_EL_C_MIN;DWELL;;360
2021;082628;LWU_DW_EL_C_UND_250;DWELL;;125
2021;082628;OCCU_DW_EL_C_250_750;DWELL;;312
2021;082628;REGU_DW_EL_C_MORE_750;DWELL;;3627
2021;082628;TOTAL;DWELL;;4424
2021;082649;EMPT_DW_EL_C_MIN;DWELL;;432
2021;082649;LWU_DW_EL_C_UND_250;DWELL;;65
2021;082649;OCCU_DW_EL_C_250_750;DWELL;;336
2021;082649;REGU_DW_EL_C_MORE_750;DWELL;;2779
2021;082649;TOTAL;DWELL;;3612
2021;082652;EMPT_DW_EL_C_MIN;DWELL;;123
2021;082652;LWU_DW_EL_C_UND_250;DWELL;;16
2021;082652;OCCU_DW_EL_C_250_750;DWELL;;52
2021;082652;REGU_DW_EL_C_MORE_750;DWELL;;748
2021;082652;TOTAL;DWELL;;939
2021;082634;EMPT_DW_EL_C_MIN;DWELL;;899
2021;082634;LWU_DW_EL_C_UND_250;DWELL;;180
2021;082634;OCCU_DW_EL_C_250_750;DWELL;;588
2021;082634;REGU_DW_EL_C_MORE_750;DWELL;;9863
2021;082634;TOTAL;DWELL;;11530
2021;431384;EMPT_DW_EL_C_MIN;DWELL;;394
2021;431384;LWU_DW_EL_C_UND_250;DWELL;;81
2021;431384;OCCU_DW_EL_C_250_750;DWELL;;206
2021;431384;REGU_DW_EL_C_MORE_750;DWELL;;1623
2021;431384;TOTAL;DWELL;;2304
2021;082444;EMPT_DW_EL_C_MIN;DWELL;;89
2021;082444;LWU_DW_EL_C_UND_250;DWELL;;40
2021;082444;OCCU_DW_EL_C_250_750;DWELL;;127
2021;082444;REGU_DW_EL_C_MORE_750;DWELL;;2815
2021;082444;TOTAL;DWELL;;3071
2021;171805;EMPT_DW_EL_C_MIN;DWELL;;683
2021;171805;LWU_DW_EL_C_UND_250;DWELL;;102
2021;171805;OCCU_DW_EL_C_250_750;DWELL;;352
2021;171805;REGU_DW_EL_C_MORE_750;DWELL;;4858
2021;171805;TOTAL;DWELL;;5995
2021;082457;EMPT_DW_EL_C_MIN;DWELL;;4368
2021;082457;LWU_DW_EL_C_UND_250;DWELL;;1066
2021;082457;OCCU_DW_EL_C_250_750;DWELL;;3344
2021;082457;REGU_DW_EL_C_MORE_750;DWELL;;39322
2021;082457;TOTAL;DWELL;;48100
2021;431397;EMPT_DW_EL_C_MIN;DWELL;;174
2021;431397;LWU_DW_EL_C_UND_250;DWELL;;62
2021;431397;OCCU_DW_EL_C_250_750;DWELL;;128
2021;431397;REGU_DW_EL_C_MORE_750;DWELL;;1220
2021;431397;TOTAL;DWELL;;1584
2021;171812;EMPT_DW_EL_C_MIN;DWELL;;883
2021;171812;LWU_DW_EL_C_UND_250;DWELL;;77
2021;171812;OCCU_DW_EL_C_250_750;DWELL;;308
2021;171812;REGU_DW_EL_C_MORE_750;DWELL;;2646
2021;171812;TOTAL;DWELL;;3914
2021;082460;EMPT_DW_EL_C_MIN;DWELL;;49
2021;082460;LWU_DW_EL_C_UND_250;DWELL;;14
2021;082460;OCCU_DW_EL_C_250_750;DWELL;;46
2021;082460;REGU_DW_EL_C_MORE_750;DWELL;;855
2021;082460;TOTAL;DWELL;;964
2021;082476;EMPT_DW_EL_C_MIN;DWELL;;16
2021;082476;LWU_DW_EL_C_UND_250;DWELL;;10
2021;082476;OCCU_DW_EL_C_250_750;DWELL;;57
2021;082476;REGU_DW_EL_C_MORE_750;DWELL;;482
2021;082476;TOTAL;DWELL;;565
2021;082482;EMPT_DW_EL_C_MIN;DWELL;;225
2021;082482;LWU_DW_EL_C_UND_250;DWELL;;38
2021;082482;OCCU_DW_EL_C_250_750;DWELL;;150
2021;082482;REGU_DW_EL_C_MORE_750;DWELL;;2805
2021;082482;TOTAL;DWELL;;3218
2021;082508;EMPT_DW_EL_C_MIN;DWELL;;468
2021;082508;LWU_DW_EL_C_UND_250;DWELL;;95
2021;082508;OCCU_DW_EL_C_250_750;DWELL;;256
2021;082508;REGU_DW_EL_C_MORE_750;DWELL;;3654
2021;082508;TOTAL;DWELL;;4473
2021;082515;EMPT_DW_EL_C_MIN;DWELL;;256
2021;082515;LWU_DW_EL_C_UND_250;DWELL;;55
2021;082515;OCCU_DW_EL_C_250_750;DWELL;;161
2021;082515;REGU_DW_EL_C_MORE_750;DWELL;;2759
2021;082515;TOTAL;DWELL;;3231
2021;082589;EMPT_DW_EL_C_MIN;DWELL;;216
2021;082589;LWU_DW_EL_C_UND_250;DWELL;;14
2021;082589;OCCU_DW_EL_C_250_750;DWELL;;31
2021;082589;REGU_DW_EL_C_MORE_750;DWELL;;432
2021;082589;TOTAL;DWELL;;693
2021;082592;EMPT_DW_EL_C_MIN;DWELL;;160
2021;082592;LWU_DW_EL_C_UND_250;DWELL;;74
2021;082592;OCCU_DW_EL_C_250_750;DWELL;;229
2021;082592;REGU_DW_EL_C_MORE_750;DWELL;;3753
2021;082592;TOTAL;DWELL;;4216
2021;431401;EMPT_DW_EL_C_MIN;DWELL;;234
2021;431401;LWU_DW_EL_C_UND_250;DWELL;;30
2021;431401;OCCU_DW_EL_C_250_750;DWELL;;137
2021;431401;REGU_DW_EL_C_MORE_750;DWELL;;1328
2021;431401;TOTAL;DWELL;;1729
2021;171848;EMPT_DW_EL_C_MIN;DWELL;;143
2021;171848;LWU_DW_EL_C_UND_250;DWELL;;13
2021;171848;OCCU_DW_EL_C_250_750;DWELL;;69
2021;171848;REGU_DW_EL_C_MORE_750;DWELL;;601
2021;171848;TOTAL;DWELL;;826
2021;082606;EMPT_DW_EL_C_MIN;DWELL;;526
2021;082606;LWU_DW_EL_C_UND_250;DWELL;;126
2021;082606;OCCU_DW_EL_C_250_750;DWELL;;418
2021;082606;REGU_DW_EL_C_MORE_750;DWELL;;8975
2021;082606;TOTAL;DWELL;;10045
2021;082613;EMPT_DW_EL_C_MIN;DWELL;;294
2021;082613;LWU_DW_EL_C_UND_250;DWELL;;95
2021;082613;OCCU_DW_EL_C_250_750;DWELL;;333
2021;082613;REGU_DW_EL_C_MORE_750;DWELL;;1503
2021;082613;TOTAL;DWELL;;2225
2021;081923;EMPT_DW_EL_C_MIN;DWELL;;258
2021;081923;LWU_DW_EL_C_UND_250;DWELL;;44
2021;081923;OCCU_DW_EL_C_250_750;DWELL;;146
2021;081923;REGU_DW_EL_C_MORE_750;DWELL;;2834
2021;081923;TOTAL;DWELL;;3282
