YEAR;MUN;INTENSITY_USE_DWELLINGS;CONCEPT;status;value
2021;170340;EMPT_DW_EL_C_MIN;DWELL;;2825
2021;170340;LWU_DW_EL_C_UND_250;DWELL;;734
2021;170340;OCCU_DW_EL_C_250_750;DWELL;;2766
2021;170340;REGU_DW_EL_C_MORE_750;DWELL;;7787
2021;170340;TOTAL;DWELL;;14112
2021;439039;EMPT_DW_EL_C_MIN;DWELL;;315
2021;439039;LWU_DW_EL_C_UND_250;DWELL;;70
2021;439039;OCCU_DW_EL_C_250_750;DWELL;;205
2021;439039;REGU_DW_EL_C_MORE_750;DWELL;;1437
2021;439039;TOTAL;DWELL;;2027
2021;430385;EMPT_DW_EL_C_MIN;DWELL;;5178
2021;430385;LWU_DW_EL_C_UND_250;DWELL;;2329
2021;430385;OCCU_DW_EL_C_250_750;DWELL;;6043
2021;430385;REGU_DW_EL_C_MORE_750;DWELL;;18183
2021;430385;TOTAL;DWELL;;31733
2021;170366;EMPT_DW_EL_C_MIN;DWELL;;147
2021;170366;LWU_DW_EL_C_UND_250;DWELL;;48
2021;170366;OCCU_DW_EL_C_250_750;DWELL;;154
2021;170366;REGU_DW_EL_C_MORE_750;DWELL;;1283
2021;170366;TOTAL;DWELL;;1632
2021;170391;EMPT_DW_EL_C_MIN;DWELL;;280
2021;170391;LWU_DW_EL_C_UND_250;DWELL;;249
2021;170391;OCCU_DW_EL_C_250_750;DWELL;;674
2021;170391;REGU_DW_EL_C_MORE_750;DWELL;;1510
2021;170391;TOTAL;DWELL;;2713
2021;080403;EMPT_DW_EL_C_MIN;DWELL;;581
2021;080403;LWU_DW_EL_C_UND_250;DWELL;;267
2021;080403;OCCU_DW_EL_C_250_750;DWELL;;780
2021;080403;REGU_DW_EL_C_MORE_750;DWELL;;5940
2021;080403;TOTAL;DWELL;;7568
2021;439076;EMPT_DW_EL_C_MIN;DWELL;;405
2021;439076;LWU_DW_EL_C_UND_250;DWELL;;58
2021;439076;OCCU_DW_EL_C_250_750;DWELL;;133
2021;439076;REGU_DW_EL_C_MORE_750;DWELL;;2077
2021;439076;TOTAL;DWELL;;2673
2021;080410;EMPT_DW_EL_C_MIN;DWELL;;565
2021;080410;LWU_DW_EL_C_UND_250;DWELL;;90
2021;080410;OCCU_DW_EL_C_250_750;DWELL;;311
2021;080410;REGU_DW_EL_C_MORE_750;DWELL;;5217
2021;080410;TOTAL;DWELL;;6183
2021;080425;EMPT_DW_EL_C_MIN;DWELL;;144
2021;080425;LWU_DW_EL_C_UND_250;DWELL;;19
2021;080425;OCCU_DW_EL_C_250_750;DWELL;;90
2021;080425;REGU_DW_EL_C_MORE_750;DWELL;;1209
2021;080425;TOTAL;DWELL;;1462
2021;080431;EMPT_DW_EL_C_MIN;DWELL;;486
2021;080431;LWU_DW_EL_C_UND_250;DWELL;;44
2021;080431;OCCU_DW_EL_C_250_750;DWELL;;201
2021;080431;REGU_DW_EL_C_MORE_750;DWELL;;2088
2021;080431;TOTAL;DWELL;;2819
2021;080446;EMPT_DW_EL_C_MIN;DWELL;;325
2021;080446;LWU_DW_EL_C_UND_250;DWELL;;73
2021;080446;OCCU_DW_EL_C_250_750;DWELL;;184
2021;080446;REGU_DW_EL_C_MORE_750;DWELL;;2191
2021;080446;TOTAL;DWELL;;2773
2021;080462;EMPT_DW_EL_C_MIN;DWELL;;378
2021;080462;LWU_DW_EL_C_UND_250;DWELL;;104
2021;080462;OCCU_DW_EL_C_250_750;DWELL;;340
2021;080462;REGU_DW_EL_C_MORE_750;DWELL;;6832
2021;080462;TOTAL;DWELL;;7654
2021;080478;EMPT_DW_EL_C_MIN;DWELL;;650
2021;080478;LWU_DW_EL_C_UND_250;DWELL;;76
2021;080478;OCCU_DW_EL_C_250_750;DWELL;;213
2021;080478;REGU_DW_EL_C_MORE_750;DWELL;;1969
2021;080478;TOTAL;DWELL;;2908
2021;170448;EMPT_DW_EL_C_MIN;DWELL;;437
2021;170448;LWU_DW_EL_C_UND_250;DWELL;;109
2021;170448;OCCU_DW_EL_C_250_750;DWELL;;316
2021;170448;REGU_DW_EL_C_MORE_750;DWELL;;3847
2021;170448;TOTAL;DWELL;;4709
2021;080497;EMPT_DW_EL_C_MIN;DWELL;;179
2021;080497;LWU_DW_EL_C_UND_250;DWELL;;31
2021;080497;OCCU_DW_EL_C_250_750;DWELL;;90
2021;080497;REGU_DW_EL_C_MORE_750;DWELL;;696
2021;080497;TOTAL;DWELL;;996
2021;170486;EMPT_DW_EL_C_MIN;DWELL;;3155
2021;170486;LWU_DW_EL_C_UND_250;DWELL;;1055
2021;170486;OCCU_DW_EL_C_250_750;DWELL;;3518
2021;170486;REGU_DW_EL_C_MORE_750;DWELL;;7984
2021;170486;TOTAL;DWELL;;15712
2021;080517;EMPT_DW_EL_C_MIN;DWELL;;340
2021;080517;LWU_DW_EL_C_UND_250;DWELL;;132
2021;080517;OCCU_DW_EL_C_250_750;DWELL;;453
2021;080517;REGU_DW_EL_C_MORE_750;DWELL;;9127
2021;080517;TOTAL;DWELL;;10052
2021;080538;EMPT_DW_EL_C_MIN;DWELL;;371
2021;080538;LWU_DW_EL_C_UND_250;DWELL;;46
2021;080538;OCCU_DW_EL_C_250_750;DWELL;;157
2021;080538;REGU_DW_EL_C_MORE_750;DWELL;;1547
2021;080538;TOTAL;DWELL;;2121
2021;080543;EMPT_DW_EL_C_MIN;DWELL;;273
2021;080543;LWU_DW_EL_C_UND_250;DWELL;;72
2021;080543;OCCU_DW_EL_C_250_750;DWELL;;254
2021;080543;REGU_DW_EL_C_MORE_750;DWELL;;4522
2021;080543;TOTAL;DWELL;;5121
2021;080569;EMPT_DW_EL_C_MIN;DWELL;;2120
2021;080569;LWU_DW_EL_C_UND_250;DWELL;;399
2021;080569;OCCU_DW_EL_C_250_750;DWELL;;1592
2021;080569;REGU_DW_EL_C_MORE_750;DWELL;;24597
2021;080569;TOTAL;DWELL;;28708
2021;080581;EMPT_DW_EL_C_MIN;DWELL;;306
2021;080581;LWU_DW_EL_C_UND_250;DWELL;;37
2021;080581;OCCU_DW_EL_C_250_750;DWELL;;154
2021;080581;REGU_DW_EL_C_MORE_750;DWELL;;1196
2021;080581;TOTAL;DWELL;;1693
2021;080615;EMPT_DW_EL_C_MIN;DWELL;;188
2021;080615;LWU_DW_EL_C_UND_250;DWELL;;21
2021;080615;OCCU_DW_EL_C_250_750;DWELL;;82
2021;080615;REGU_DW_EL_C_MORE_750;DWELL;;848
2021;080615;TOTAL;DWELL;;1139
2021;080620;EMPT_DW_EL_C_MIN;DWELL;;98
2021;080620;LWU_DW_EL_C_UND_250;DWELL;;11
2021;080620;OCCU_DW_EL_C_250_750;DWELL;;40
2021;080620;REGU_DW_EL_C_MORE_750;DWELL;;533
2021;080620;TOTAL;DWELL;;682
2021;170470;EMPT_DW_EL_C_MIN;DWELL;;5204
2021;170470;LWU_DW_EL_C_UND_250;DWELL;;1238
2021;170470;OCCU_DW_EL_C_250_750;DWELL;;2500
2021;170470;REGU_DW_EL_C_MORE_750;DWELL;;7421
2021;170470;TOTAL;DWELL;;16363
2021;080641;EMPT_DW_EL_C_MIN;DWELL;;146
2021;080641;LWU_DW_EL_C_UND_250;DWELL;;73
2021;080641;OCCU_DW_EL_C_250_750;DWELL;;218
2021;080641;REGU_DW_EL_C_MORE_750;DWELL;;1170
2021;080641;TOTAL;DWELL;;1607
2021;430424;EMPT_DW_EL_C_MIN;DWELL;;177
2021;430424;LWU_DW_EL_C_UND_250;DWELL;;12
2021;430424;OCCU_DW_EL_C_250_750;DWELL;;53
2021;430424;REGU_DW_EL_C_MORE_750;DWELL;;961
2021;430424;TOTAL;DWELL;;1203
2021;080654;EMPT_DW_EL_C_MIN;DWELL;;201
2021;080654;LWU_DW_EL_C_UND_250;DWELL;;5
2021;080654;OCCU_DW_EL_C_250_750;DWELL;;40
2021;080654;REGU_DW_EL_C_MORE_750;DWELL;;580
2021;080654;TOTAL;DWELL;;826
2021;080667;EMPT_DW_EL_C_MIN;DWELL;;143
2021;080667;LWU_DW_EL_C_UND_250;DWELL;;8
2021;080667;OCCU_DW_EL_C_250_750;DWELL;;42
2021;080667;REGU_DW_EL_C_MORE_750;DWELL;;684
2021;080667;TOTAL;DWELL;;877
2021;430430;EMPT_DW_EL_C_MIN;DWELL;;330
2021;430430;LWU_DW_EL_C_UND_250;DWELL;;53
2021;430430;OCCU_DW_EL_C_250_750;DWELL;;198
2021;430430;REGU_DW_EL_C_MORE_750;DWELL;;2144
2021;430430;TOTAL;DWELL;;2725
2021;171899;EMPT_DW_EL_C_MIN;DWELL;;114
2021;171899;LWU_DW_EL_C_UND_250;DWELL;;18
2021;171899;OCCU_DW_EL_C_250_750;DWELL;;61
2021;171899;REGU_DW_EL_C_MORE_750;DWELL;;747
2021;171899;TOTAL;DWELL;;940
2021;170499;EMPT_DW_EL_C_MIN;DWELL;;122
2021;170499;LWU_DW_EL_C_UND_250;DWELL;;39
2021;170499;OCCU_DW_EL_C_250_750;DWELL;;112
2021;170499;REGU_DW_EL_C_MORE_750;DWELL;;1888
2021;170499;TOTAL;DWELL;;2161
2021;080673;EMPT_DW_EL_C_MIN;DWELL;;184
2021;080673;LWU_DW_EL_C_UND_250;DWELL;;105
2021;080673;OCCU_DW_EL_C_250_750;DWELL;;216
2021;080673;REGU_DW_EL_C_MORE_750;DWELL;;3196
2021;080673;TOTAL;DWELL;;3701
2021;082687;EMPT_DW_EL_C_MIN;DWELL;;272
2021;082687;LWU_DW_EL_C_UND_250;DWELL;;69
2021;082687;OCCU_DW_EL_C_250_750;DWELL;;188
2021;082687;REGU_DW_EL_C_MORE_750;DWELL;;566
2021;082687;TOTAL;DWELL;;1095
2021;082665;EMPT_DW_EL_C_MIN;DWELL;;701
2021;082665;LWU_DW_EL_C_UND_250;DWELL;;266
2021;082665;OCCU_DW_EL_C_250_750;DWELL;;1105
2021;082665;REGU_DW_EL_C_MORE_750;DWELL;;21786
2021;082665;TOTAL;DWELL;;23858
2021;080689;EMPT_DW_EL_C_MIN;DWELL;;255
2021;080689;LWU_DW_EL_C_UND_250;DWELL;;43
2021;080689;OCCU_DW_EL_C_250_750;DWELL;;179
2021;080689;REGU_DW_EL_C_MORE_750;DWELL;;3571
2021;080689;TOTAL;DWELL;;4048
2021;250729;EMPT_DW_EL_C_MIN;DWELL;;524
2021;250729;LWU_DW_EL_C_UND_250;DWELL;;147
2021;250729;OCCU_DW_EL_C_250_750;DWELL;;374
2021;250729;REGU_DW_EL_C_MORE_750;DWELL;;3624
2021;250729;TOTAL;DWELL;;4669
2021;080692;EMPT_DW_EL_C_MIN;DWELL;;125
2021;080692;LWU_DW_EL_C_UND_250;DWELL;;23
2021;080692;OCCU_DW_EL_C_250_750;DWELL;;96
2021;080692;REGU_DW_EL_C_MORE_750;DWELL;;1727
2021;080692;TOTAL;DWELL;;1971
2021;430477;EMPT_DW_EL_C_MIN;DWELL;;612
2021;430477;LWU_DW_EL_C_UND_250;DWELL;;75
2021;430477;OCCU_DW_EL_C_250_750;DWELL;;233
2021;430477;REGU_DW_EL_C_MORE_750;DWELL;;2312
2021;430477;TOTAL;DWELL;;3232
2021;080728;EMPT_DW_EL_C_MIN;DWELL;;543
2021;080728;LWU_DW_EL_C_UND_250;DWELL;;98
2021;080728;OCCU_DW_EL_C_250_750;DWELL;;388
2021;080728;REGU_DW_EL_C_MORE_750;DWELL;;5755
2021;080728;TOTAL;DWELL;;6784
2021;250788;EMPT_DW_EL_C_MIN;DWELL;;125
2021;250788;LWU_DW_EL_C_UND_250;DWELL;;9
2021;250788;OCCU_DW_EL_C_250_750;DWELL;;31
2021;250788;REGU_DW_EL_C_MORE_750;DWELL;;490
2021;250788;TOTAL;DWELL;;655
2021;170577;EMPT_DW_EL_C_MIN;DWELL;;153
2021;170577;LWU_DW_EL_C_UND_250;DWELL;;15
2021;170577;OCCU_DW_EL_C_250_750;DWELL;;41
2021;170577;REGU_DW_EL_C_MORE_750;DWELL;;500
2021;170577;TOTAL;DWELL;;709
2021;080734;EMPT_DW_EL_C_MIN;DWELL;;1747
2021;080734;LWU_DW_EL_C_UND_250;DWELL;;707
2021;080734;OCCU_DW_EL_C_250_750;DWELL;;2438
2021;080734;REGU_DW_EL_C_MORE_750;DWELL;;32142
2021;080734;TOTAL;DWELL;;37034
2021;170561;EMPT_DW_EL_C_MIN;DWELL;;125
2021;170561;LWU_DW_EL_C_UND_250;DWELL;;15
2021;170561;OCCU_DW_EL_C_250_750;DWELL;;40
2021;170561;REGU_DW_EL_C_MORE_750;DWELL;;867
2021;170561;TOTAL;DWELL;;1047
2021;430509;EMPT_DW_EL_C_MIN;DWELL;;502
2021;430509;LWU_DW_EL_C_UND_250;DWELL;;191
2021;430509;OCCU_DW_EL_C_250_750;DWELL;;735
2021;430509;REGU_DW_EL_C_MORE_750;DWELL;;2621
2021;430509;TOTAL;DWELL;;4049
2021;179011;EMPT_DW_EL_C_MIN;DWELL;;172
2021;179011;LWU_DW_EL_C_UND_250;DWELL;;15
2021;179011;OCCU_DW_EL_C_250_750;DWELL;;57
2021;179011;REGU_DW_EL_C_MORE_750;DWELL;;538
2021;179011;TOTAL;DWELL;;782
2021;080749;EMPT_DW_EL_C_MIN;DWELL;;877
2021;080749;LWU_DW_EL_C_UND_250;DWELL;;347
2021;080749;OCCU_DW_EL_C_250_750;DWELL;;1424
2021;080749;REGU_DW_EL_C_MORE_750;DWELL;;8211
2021;080749;TOTAL;DWELL;;10859
2021;430516;EMPT_DW_EL_C_MIN;DWELL;;1323
2021;430516;LWU_DW_EL_C_UND_250;DWELL;;790
2021;430516;OCCU_DW_EL_C_250_750;DWELL;;2775
2021;430516;REGU_DW_EL_C_MORE_750;DWELL;;8139
2021;430516;TOTAL;DWELL;;13027
2021;439018;EMPT_DW_EL_C_MIN;DWELL;;1358
2021;439018;LWU_DW_EL_C_UND_250;DWELL;;160
2021;439018;OCCU_DW_EL_C_250_750;DWELL;;644
2021;439018;REGU_DW_EL_C_MORE_750;DWELL;;5091
2021;439018;TOTAL;DWELL;;7253
2021;080752;EMPT_DW_EL_C_MIN;DWELL;;306
2021;080752;LWU_DW_EL_C_UND_250;DWELL;;43
2021;080752;OCCU_DW_EL_C_250_750;DWELL;;153
2021;080752;REGU_DW_EL_C_MORE_750;DWELL;;2220
2021;080752;TOTAL;DWELL;;2722
2021;170622;EMPT_DW_EL_C_MIN;DWELL;;2907
2021;170622;LWU_DW_EL_C_UND_250;DWELL;;1268
2021;170622;OCCU_DW_EL_C_250_750;DWELL;;3261
2021;170622;REGU_DW_EL_C_MORE_750;DWELL;;7710
2021;170622;TOTAL;DWELL;;15146
2021;080765;EMPT_DW_EL_C_MIN;DWELL;;505
2021;080765;LWU_DW_EL_C_UND_250;DWELL;;191
2021;080765;OCCU_DW_EL_C_250_750;DWELL;;544
2021;080765;REGU_DW_EL_C_MORE_750;DWELL;;8584
2021;080765;TOTAL;DWELL;;9824
2021;430542;EMPT_DW_EL_C_MIN;DWELL;;551
2021;430542;LWU_DW_EL_C_UND_250;DWELL;;85
2021;430542;OCCU_DW_EL_C_250_750;DWELL;;190
2021;430542;REGU_DW_EL_C_MORE_750;DWELL;;1538
2021;430542;TOTAL;DWELL;;2364
2021;080771;EMPT_DW_EL_C_MIN;DWELL;;1170
2021;080771;LWU_DW_EL_C_UND_250;DWELL;;319
2021;080771;OCCU_DW_EL_C_250_750;DWELL;;1185
2021;080771;REGU_DW_EL_C_MORE_750;DWELL;;16746
2021;080771;TOTAL;DWELL;;19420
2021;082541;EMPT_DW_EL_C_MIN;DWELL;;129
2021;082541;LWU_DW_EL_C_UND_250;DWELL;;33
2021;082541;OCCU_DW_EL_C_250_750;DWELL;;108
2021;082541;REGU_DW_EL_C_MORE_750;DWELL;;950
2021;082541;TOTAL;DWELL;;1220
2021;430555;EMPT_DW_EL_C_MIN;DWELL;;301
2021;430555;LWU_DW_EL_C_UND_250;DWELL;;74
2021;430555;OCCU_DW_EL_C_250_750;DWELL;;191
2021;430555;REGU_DW_EL_C_MORE_750;DWELL;;1146
2021;430555;TOTAL;DWELL;;1712
2021;081347;EMPT_DW_EL_C_MIN;DWELL;;102
2021;081347;LWU_DW_EL_C_UND_250;DWELL;;7
2021;081347;OCCU_DW_EL_C_250_750;DWELL;;42
2021;081347;REGU_DW_EL_C_MORE_750;DWELL;;445
2021;081347;TOTAL;DWELL;;596
2021;170669;EMPT_DW_EL_C_MIN;DWELL;;1281
2021;170669;LWU_DW_EL_C_UND_250;DWELL;;561
2021;170669;OCCU_DW_EL_C_250_750;DWELL;;1536
2021;170669;REGU_DW_EL_C_MORE_750;DWELL;;17684
2021;170669;TOTAL;DWELL;;21062
2021;170675;EMPT_DW_EL_C_MIN;DWELL;;76
2021;170675;LWU_DW_EL_C_UND_250;DWELL;;15
2021;170675;OCCU_DW_EL_C_250_750;DWELL;;23
2021;170675;REGU_DW_EL_C_MORE_750;DWELL;;418
2021;170675;TOTAL;DWELL;;532
2021;430607;EMPT_DW_EL_C_MIN;DWELL;;897
2021;430607;LWU_DW_EL_C_UND_250;DWELL;;42
2021;430607;OCCU_DW_EL_C_250_750;DWELL;;160
2021;430607;REGU_DW_EL_C_MORE_750;DWELL;;1390
2021;430607;TOTAL;DWELL;;2489
2021;080826;EMPT_DW_EL_C_MIN;DWELL;;36
2021;080826;LWU_DW_EL_C_UND_250;DWELL;;22
2021;080826;OCCU_DW_EL_C_250_750;DWELL;;101
2021;080826;REGU_DW_EL_C_MORE_750;DWELL;;785
2021;080826;TOTAL;DWELL;;944
2021;080832;EMPT_DW_EL_C_MIN;DWELL;;118
2021;080832;LWU_DW_EL_C_UND_250;DWELL;;15
2021;080832;OCCU_DW_EL_C_250_750;DWELL;;48
2021;080832;REGU_DW_EL_C_MORE_750;DWELL;;760
2021;080832;TOTAL;DWELL;;941
2021;080847;EMPT_DW_EL_C_MIN;DWELL;;165
2021;080847;LWU_DW_EL_C_UND_250;DWELL;;7
2021;080847;OCCU_DW_EL_C_250_750;DWELL;;56
2021;080847;REGU_DW_EL_C_MORE_750;DWELL;;574
2021;080847;TOTAL;DWELL;;802
2021;170715;EMPT_DW_EL_C_MIN;DWELL;;45
2021;170715;LWU_DW_EL_C_UND_250;DWELL;;4
2021;170715;OCCU_DW_EL_C_250_750;DWELL;;22
2021;170715;REGU_DW_EL_C_MORE_750;DWELL;;494
2021;170715;TOTAL;DWELL;;565
2021;080850;EMPT_DW_EL_C_MIN;DWELL;;183
2021;080850;LWU_DW_EL_C_UND_250;DWELL;;20
2021;080850;OCCU_DW_EL_C_250_750;DWELL;;48
2021;080850;REGU_DW_EL_C_MORE_750;DWELL;;537
2021;080850;TOTAL;DWELL;;788
2021;179026;EMPT_DW_EL_C_MIN;DWELL;;172
2021;179026;LWU_DW_EL_C_UND_250;DWELL;;23
2021;179026;OCCU_DW_EL_C_250_750;DWELL;;93
2021;179026;REGU_DW_EL_C_MORE_750;DWELL;;764
2021;179026;TOTAL;DWELL;;1052
2021;170736;EMPT_DW_EL_C_MIN;DWELL;;60
2021;170736;LWU_DW_EL_C_UND_250;DWELL;;9
2021;170736;OCCU_DW_EL_C_250_750;DWELL;;39
2021;170736;REGU_DW_EL_C_MORE_750;DWELL;;874
2021;170736;TOTAL;DWELL;;982
2021;080863;EMPT_DW_EL_C_MIN;DWELL;;344
2021;080863;LWU_DW_EL_C_UND_250;DWELL;;149
2021;080863;OCCU_DW_EL_C_250_750;DWELL;;394
2021;080863;REGU_DW_EL_C_MORE_750;DWELL;;7098
2021;080863;TOTAL;DWELL;;7985
2021;250962;EMPT_DW_EL_C_MIN;DWELL;;108
2021;250962;LWU_DW_EL_C_UND_250;DWELL;;14
2021;250962;OCCU_DW_EL_C_250_750;DWELL;;41
2021;250962;REGU_DW_EL_C_MORE_750;DWELL;;439
2021;250962;TOTAL;DWELL;;602
2021;430640;EMPT_DW_EL_C_MIN;DWELL;;207
2021;430640;LWU_DW_EL_C_UND_250;DWELL;;53
2021;430640;OCCU_DW_EL_C_250_750;DWELL;;120
2021;430640;REGU_DW_EL_C_MORE_750;DWELL;;1106
2021;430640;TOTAL;DWELL;;1486
2021;080885;EMPT_DW_EL_C_MIN;DWELL;;244
2021;080885;LWU_DW_EL_C_UND_250;DWELL;;106
2021;080885;OCCU_DW_EL_C_250_750;DWELL;;339
2021;080885;REGU_DW_EL_C_MORE_750;DWELL;;6449
2021;080885;TOTAL;DWELL;;7138
2021;080898;EMPT_DW_EL_C_MIN;DWELL;;1283
2021;080898;LWU_DW_EL_C_UND_250;DWELL;;317
2021;080898;OCCU_DW_EL_C_250_750;DWELL;;1046
2021;080898;REGU_DW_EL_C_MORE_750;DWELL;;17713
2021;080898;TOTAL;DWELL;;20359
2021;080919;EMPT_DW_EL_C_MIN;DWELL;;526
2021;080919;LWU_DW_EL_C_UND_250;DWELL;;62
2021;080919;OCCU_DW_EL_C_250_750;DWELL;;186
2021;080919;REGU_DW_EL_C_MORE_750;DWELL;;3089
2021;080919;TOTAL;DWELL;;3863
2021;259123;EMPT_DW_EL_C_MIN;DWELL;;72
2021;259123;LWU_DW_EL_C_UND_250;DWELL;;9
2021;259123;OCCU_DW_EL_C_250_750;DWELL;;31
2021;259123;REGU_DW_EL_C_MORE_750;DWELL;;402
2021;259123;TOTAL;DWELL;;514
2021;170792;EMPT_DW_EL_C_MIN;DWELL;;4825
2021;170792;LWU_DW_EL_C_UND_250;DWELL;;965
2021;170792;OCCU_DW_EL_C_250_750;DWELL;;3293
2021;170792;REGU_DW_EL_C_MORE_750;DWELL;;41250
2021;170792;TOTAL;DWELL;;50333
2021;080924;EMPT_DW_EL_C_MIN;DWELL;;275
2021;080924;LWU_DW_EL_C_UND_250;DWELL;;81
2021;080924;OCCU_DW_EL_C_250_750;DWELL;;224
2021;080924;REGU_DW_EL_C_MORE_750;DWELL;;2048
2021;080924;TOTAL;DWELL;;2628
2021;250997;EMPT_DW_EL_C_MIN;DWELL;;147
2021;250997;LWU_DW_EL_C_UND_250;DWELL;;27
2021;250997;OCCU_DW_EL_C_250_750;DWELL;;64
2021;250997;REGU_DW_EL_C_MORE_750;DWELL;;669
2021;250997;TOTAL;DWELL;;907
2021;080945;EMPT_DW_EL_C_MIN;DWELL;;161
2021;080945;LWU_DW_EL_C_UND_250;DWELL;;15
2021;080945;OCCU_DW_EL_C_250_750;DWELL;;50
2021;080945;REGU_DW_EL_C_MORE_750;DWELL;;787
2021;080945;TOTAL;DWELL;;1013
2021;080961;EMPT_DW_EL_C_MIN;DWELL;;1484
2021;080961;LWU_DW_EL_C_UND_250;DWELL;;414
2021;080961;OCCU_DW_EL_C_250_750;DWELL;;1300
2021;080961;REGU_DW_EL_C_MORE_750;DWELL;;23100
2021;080961;TOTAL;DWELL;;26298
2021;080977;EMPT_DW_EL_C_MIN;DWELL;;44
2021;080977;LWU_DW_EL_C_UND_250;DWELL;;14
2021;080977;OCCU_DW_EL_C_250_750;DWELL;;78
2021;080977;REGU_DW_EL_C_MORE_750;DWELL;;675
2021;080977;TOTAL;DWELL;;811
2021;251109;EMPT_DW_EL_C_MIN;DWELL;;276
2021;251109;LWU_DW_EL_C_UND_250;DWELL;;52
2021;251109;OCCU_DW_EL_C_250_750;DWELL;;162
2021;251109;REGU_DW_EL_C_MORE_750;DWELL;;2402
2021;251109;TOTAL;DWELL;;2892
2021;081000;EMPT_DW_EL_C_MIN;DWELL;;136
2021;081000;LWU_DW_EL_C_UND_250;DWELL;;7
2021;081000;OCCU_DW_EL_C_250_750;DWELL;;34
2021;081000;REGU_DW_EL_C_MORE_750;DWELL;;730
2021;081000;TOTAL;DWELL;;907
2021;430712;EMPT_DW_EL_C_MIN;DWELL;;288
2021;430712;LWU_DW_EL_C_UND_250;DWELL;;63
2021;430712;OCCU_DW_EL_C_250_750;DWELL;;127
2021;430712;REGU_DW_EL_C_MORE_750;DWELL;;506
2021;430712;TOTAL;DWELL;;984
2021;081017;EMPT_DW_EL_C_MIN;DWELL;;8197
2021;081017;LWU_DW_EL_C_UND_250;DWELL;;2514
2021;081017;OCCU_DW_EL_C_250_750;DWELL;;8681
2021;081017;REGU_DW_EL_C_MORE_750;DWELL;;91096
2021;081017;TOTAL;DWELL;;110488
2021;081629;EMPT_DW_EL_C_MIN;DWELL;;201
2021;081629;LWU_DW_EL_C_UND_250;DWELL;;41
2021;081629;OCCU_DW_EL_C_250_750;DWELL;;132
2021;081629;REGU_DW_EL_C_MORE_750;DWELL;;1295
2021;081629;TOTAL;DWELL;;1669
2021;170834;EMPT_DW_EL_C_MIN;DWELL;;152
2021;170834;LWU_DW_EL_C_UND_250;DWELL;;50
2021;170834;OCCU_DW_EL_C_250_750;DWELL;;143
2021;170834;REGU_DW_EL_C_MORE_750;DWELL;;1642
2021;170834;TOTAL;DWELL;;1987
2021;081022;EMPT_DW_EL_C_MIN;DWELL;;1211
2021;081022;LWU_DW_EL_C_UND_250;DWELL;;365
2021;081022;OCCU_DW_EL_C_250_750;DWELL;;1086
2021;081022;REGU_DW_EL_C_MORE_750;DWELL;;15595
2021;081022;TOTAL;DWELL;;18257
2021;251155;EMPT_DW_EL_C_MIN;DWELL;;403
2021;251155;LWU_DW_EL_C_UND_250;DWELL;;97
2021;251155;OCCU_DW_EL_C_250_750;DWELL;;138
2021;251155;REGU_DW_EL_C_MORE_750;DWELL;;534
2021;251155;TOTAL;DWELL;;1172
2021;251137;EMPT_DW_EL_C_MIN;DWELL;;162
2021;251137;LWU_DW_EL_C_UND_250;DWELL;;18
2021;251137;OCCU_DW_EL_C_250_750;DWELL;;58
2021;251137;REGU_DW_EL_C_MORE_750;DWELL;;566
2021;251137;TOTAL;DWELL;;804
2021;170865;EMPT_DW_EL_C_MIN;DWELL;;185
2021;170865;LWU_DW_EL_C_UND_250;DWELL;;51
2021;170865;OCCU_DW_EL_C_250_750;DWELL;;88
2021;170865;REGU_DW_EL_C_MORE_750;DWELL;;1145
2021;170865;TOTAL;DWELL;;1469
2021;251193;EMPT_DW_EL_C_MIN;DWELL;;421
2021;251193;LWU_DW_EL_C_UND_250;DWELL;;39
2021;251193;OCCU_DW_EL_C_250_750;DWELL;;118
2021;251193;REGU_DW_EL_C_MORE_750;DWELL;;1268
2021;251193;TOTAL;DWELL;;1846
2021;251229;EMPT_DW_EL_C_MIN;DWELL;;267
2021;251229;LWU_DW_EL_C_UND_250;DWELL;;33
2021;251229;OCCU_DW_EL_C_250_750;DWELL;;108
2021;251229;REGU_DW_EL_C_MORE_750;DWELL;;1044
2021;251229;TOTAL;DWELL;;1452
2021;081056;EMPT_DW_EL_C_MIN;DWELL;;171
2021;081056;LWU_DW_EL_C_UND_250;DWELL;;72
2021;081056;OCCU_DW_EL_C_250_750;DWELL;;287
2021;081056;REGU_DW_EL_C_MORE_750;DWELL;;4779
2021;081056;TOTAL;DWELL;;5309
2021;170890;EMPT_DW_EL_C_MIN;DWELL;;777
2021;170890;LWU_DW_EL_C_UND_250;DWELL;;85
2021;170890;OCCU_DW_EL_C_250_750;DWELL;;288
2021;170890;REGU_DW_EL_C_MORE_750;DWELL;;3331
2021;170890;TOTAL;DWELL;;4481
2021;170926;EMPT_DW_EL_C_MIN;DWELL;;2031
2021;170926;LWU_DW_EL_C_UND_250;DWELL;;686
2021;170926;OCCU_DW_EL_C_250_750;DWELL;;1841
2021;170926;REGU_DW_EL_C_MORE_750;DWELL;;3688
2021;170926;TOTAL;DWELL;;8246
2021;251207;EMPT_DW_EL_C_MIN;DWELL;;5330
2021;251207;LWU_DW_EL_C_UND_250;DWELL;;1629
2021;251207;OCCU_DW_EL_C_250_750;DWELL;;4781
2021;251207;REGU_DW_EL_C_MORE_750;DWELL;;56559
2021;251207;TOTAL;DWELL;;68299
